# Delete Candidate Terms
Generated: 2026-04-23
Source: data/terms/repo-catalog.ts
Purpose: Editorial shortlist of terms that look too basic, off-domain, duplicated, typo-prone, or low-value for the current FinTechTerms positioning.
Note: This file is advisory only. No catalog terms were deleted.
Candidate count: 196
Format: id | category | slug | term_en | term_tr | term_ru | deletion_reason

## Candidate Count By Reason
Alan dışı veya fazla genel teknoloji trendi: 29
Çok temel programlama veya bilgisayar bilimi terimi: 33
Dosya uzantısı veya düşük değerli format bilgisi: 19
Duplicate, typo veya silinip doğru terimle yeniden eklenmesi gereken kayıt: 8
Genel iş, şirket veya operasyon terimi: 29
Genel sistem, ağ veya altyapı terimi: 20
Kişisel finans / tüketici odaklı düşük öncelik: 9
Kripto meme, slang veya tekrar eden düşük akademik değerli kayıt: 9
Marka, platform, işletim sistemi veya kişi adı: 34
P2P/dosya paylaşımı jargonu: 6

## Alan dışı veya fazla genel teknoloji trendi
term_4146 | Technology | 3d-printing | 3D Printing | 3D Yazıcı | 3D-печать | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4035 | Technology | ar | AR | AR (Artırılmış Gerçeklik) | AR | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4148 | Technology | autonomous-vehicle | Autonomous Vehicle | Otonom Araç | Беспилотный автомобиль | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4042 | Technology | bioinformatics | Bioinformatics | Biyoinformatik | Биоинформатика | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4059 | Technology | csr | CSR | CSR (İstemci Taraflı İşleme) | CSR | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4047 | Technology | dark-mode | Dark Mode | Karanlık Mod | Темная тема | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4055 | Technology | data-scientist | Data Scientist | Veri Bilimcisi | Data Scientist | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4082 | Technology | deepfake | Deepfake | Deepfake | Дипфейк | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4083 | Technology | digital-twin | Digital Twin | Dijital İkiz | Цифровой двойник | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4063 | Technology | dom | DOM | DOM (Belge Nesne Modeli) | DOM | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4147 | Technology | drone | Drone | Drone (İHA) | Дрон | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4043 | Technology | genomics | Genomics | Genomik | Геномика | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4050 | Technology | hadoop | Hadoop | Hadoop | Hadoop | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4080 | Technology | moore-s-law | Moore's Law | Moore Yasası | Закон Мура | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4037 | Technology | mr | MR | MR (Karma Gerçeklik) | MR | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4151 | Technology | nanotechnology | Nanotechnology | Nanoteknoloji | Нанотехнологии | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4056 | Technology | pwa | PWA | PWA (Progresif Web Uygulaması) | PWA | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4153 | Technology | renewable-energy | Renewable Energy | Yenilenebilir Enerji | Возобновляемая энергия | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4079 | Technology | rfid | RFID | RFID | RFID | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4040 | Technology | robotics | Robotics | Robotik | Робототехника | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4081 | Technology | singularity | Singularity | Tekillik (Singularity) | Сингулярность | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4084 | Technology | smart-city | Smart City | Akıllı Şehir | Умный город | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4149 | Technology | smart-home | Smart Home | Akıllı Ev | Умный дом | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4057 | Technology | spa | SPA | SPA (Tek Sayfalı Uygulama) | SPA | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4051 | Technology | spark | Spark | Apache Spark | Spark | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4058 | Technology | ssr | SSR | SSR (Sunucu Taraflı İşleme) | SSR | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4036 | Technology | vr | VR | VR (Sanal Gerçeklik) | VR | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4150 | Technology | wearable-tech | Wearable Tech | Giyilebilir Teknoloji | Носимые технологии | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4086 | Technology | wi-fi-6 | Wi-Fi 6 | Wi-Fi 6 | Wi-Fi 6 | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
## Çok temel programlama veya bilgisayar bilimi terimi
term_818 | Technology | array | Array | Dizi (Array) | Массив | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
