# Current Final Terms Part 3
Generated: 2026-04-23
Source: docs/current-terms-final.txt
Part: 3 / 5
Terms in this file: 191
Format: id | category | slug | term_en | term_tr | term_ru

term_1351 | Finance | growth-stock | Growth Stock | Büyüme Hissesi | Акции роста
term_1352 | Finance | value-stock | Value Stock | Değer Hissesi | Акции стоимости
term_1353 | Finance | cyclical-stock | Cyclical Stock | Döngüsel Hisse | Циклическая акция
term_1354 | Finance | defensive-stock | Defensive Stock | Defansif Hisse | Защитная акция
term_1355 | Finance | beta-slippage | Beta Slippage | Beta Kayması | Просадка беты (Slippage)
term_1357 | Finance | beneficiary | Beneficiary | Lehtar (Beneficiary) | Бенефициар
term_1358 | Finance | policyholder | Policyholder | Poliçe Sahibi | Страхователь
term_1359 | Finance | grace-period | Grace Period | Ödemesiz Dönem | Льготный период
term_1361 | Finance | federal-reserve | Federal Reserve | Federal Rezerv (Fed) | Федеральная резервная система
term_1362 | Finance | ecb | ECB | AMB (Avrupa Merkez Bankası) | ЕЦБ
term_1364 | Finance | quantitative-tightening | Quantitative Tightening | Parasal Sıkılaşma (QT) | Количественное ужесточение
term_1365 | Finance | forward-guidance | Forward Guidance | İleriye Dönük Sözlü Yönlendirme | Прогнозная риторика
term_1367 | Finance | order-book | Order Book | Emir Defteri | Книга ордеров (Стакан)
term_1371 | Finance | stop-limit | Stop Limit | Stop Limit | Стоп-лимит
term_1372 | Finance | trailing-stop | Trailing Stop | İz Süren Stop | Трейлинг-стоп
term_1373 | Finance | fill-or-kill | Fill or Kill | Gerçekleşmezse İptal Et (FOK) | Исполнить или отменить
term_1374 | Finance | gtc | GTC | GTC (İptal Edilene Kadar) | GTC (До отмены)
term_1377 | Finance | subprime | Subprime | Eşik Altı (Subprime) | Субстандартный
term_1391 | Finance | pension-fund | Pension Fund | Emeklilik Fonu | Пенсионный фонд
term_1392 | Finance | sovereign-wealth-fund | Sovereign Wealth Fund | Varlık Fonu | Суверенный фонд
term_1397 | Finance | spac | SPAC | SPAC (Birleşme Amaçlı Ortaklık) | SPAC
term_1398 | Finance | direct-listing | Direct Listing | Doğrudan Listeleme | Прямой листинг
term_1399 | Finance | carried-interest | Carried Interest | Taşınan Faiz (Başarı Primi) | Процент от прибыли (Carry)
term_1400 | Finance | clawback | Clawback | Geri Alma (Clawback) | Возврат выплат
term_1401 | Finance | lock-up-period | Lock-up Period | Kilitlenme Süresi (Lock-up) | Лок-ап период
term_1402 | Finance | vesting | Vesting | Hak Kazanma (Vesting) | Вестинг
term_1403 | Finance | stock-option | Stock Option | Hisse Opsiyonu | Опцион на акции
term_1404 | Finance | rsu | RSU | RSU (Kısıtlı Hisse Birimi) | RSU
term_1405 | Finance | high-water-mark | High Water Mark | En Yüksek Seviye (Fon) | High Water Mark
term_1406 | Finance | hurdle-rate | Hurdle Rate | Engel Oranı (Hurdle) | Барьерная ставка
term_1407 | Finance | family-office | Family Office | Aile Ofisi | Семейный офис
term_1408 | Finance | accredited-investor | Accredited Investor | Akredite Yatırımcı | Аккредитованный инвестор
term_1409 | Finance | high-net-worth | High Net Worth | Yüksek Net Değerli Birey | HNWI (Богатый)
term_1410 | Finance | kyc | KYC | KYC | KYC
term_1411 | Finance | aml | AML | AML | AML
term_1414 | Finance | capital-controls | Capital Controls | Sermaye Kontrolleri | Контроль капитала
term_1416 | Finance | appreciation | Appreciation | Değer Kazanma | Укрепление
term_5003 | Finance | fico | FICO | FICO Puanı | FICO
term_5009 | Finance | dca | DCA | DCA (Kademeli Alım) | DCA
term_5013 | Finance | time-horizon | Time Horizon | Zaman Ufku | Временной горизонт
term_5016 | Finance | gdp-per-capita | GDP Per Capita | Kişi Başına GSYİH | ВВП на душу населения
term_5019 | Finance | trade-surplus | Trade Surplus | Dış Ticaret Fazlası | Торговый профицит
term_5029 | Finance | depression | Depression | Depresyon (Buhran) | Депрессия
term_046 | Fintech | blockchain | Blockchain | Blokzinciri | Блокчейн
term_047 | Fintech | cryptocurrency | Cryptocurrency | Kripto Para | Криптовалюта
term_048 | Fintech | bitcoin | Bitcoin | Bitcoin | Биткоин
term_049 | Fintech | ethereum | Ethereum | Ethereum | Эфириум
term_050 | Fintech | wallet-digital | Wallet (Digital) | Dijital Cüzdan | Цифровой кошелёк
term_051 | Fintech | private-key | Private Key | Özel Anahtar | Закрытый ключ
term_052 | Fintech | public-key | Public Key | Genel Anahtar | Открытый ключ
term_053 | Fintech | smart-contract | Smart Contract | Akıllı Sözleşme | Смарт-контракт
term_054 | Fintech | defi | DeFi | DeFi (Merkeziyetsiz Finans) | DeFi
term_055 | Fintech | nft | NFT | NFT | NFT
term_058 | Fintech | robo-advisor | Robo-advisor | Robo-Danışman | Робо-консультант
term_059 | Fintech | neobank | Neobank | Neobank | Необанк
term_060 | Fintech | open-banking | Open Banking | Açık Bankacılık | Открытый банкинг
term_061 | Fintech | fintech | Fintech | Fintek | Финтех
term_062 | Fintech | insurtech | Insurtech | Insurtech | Иншуртех
term_063 | Fintech | regtech | Regtech | Regtech | Регтех
term_100 | Fintech | stablecoin | Stablecoin | Sabit Kripto Para | Стейблкоин
term_101 | Fintech | mining | Mining | Madencilik | Майнинг
term_103 | Fintech | staking | Staking | Stake Etme | Стейкинг
term_104 | Fintech | gas-fee | Gas Fee | Gas Ücreti | Комиссия за газ
term_105 | Fintech | yield-farming | Yield Farming | Getiri Çiftçiliği | Доходное фермерство
term_110 | Fintech | regulatory-sandbox | Regulatory Sandbox | Düzenleyici Sandbox | Регуляторная песочница
term_129 | Fintech | qr-code-payment | QR Code Payment | QR Kod Ödeme | Оплата по QR-коду
term_130 | Fintech | contactless-payment | Contactless Payment | Temassız Ödeme | Бесконтактная оплата
term_131 | Fintech | digital-banking | Digital Banking | Dijital Bankacılık | Цифровой банкинг
term_133 | Fintech | peer-to-peer-lending | Peer-to-Peer Lending | Eşler Arası Kredi | P2P-кредитование
term_135 | Fintech | embedded-finance | Embedded Finance | Gömülü Finans | Встроенные финансы
term_145 | Fintech | tokenization | Tokenization | Tokenizasyon | Токенизация
term_186 | Fintech | buy-now-pay-later | Buy Now Pay Later | Şimdi Al Sonra Öde | Покупай сейчас, плати потом
term_188 | Fintech | payment-gateway | Payment Gateway | Ödeme Geçidi | Платёжный шлюз
term_189 | Fintech | merchant-account | Merchant Account | Üye İşyeri Hesabı | Торговый счёт
term_191 | Fintech | pci-dss | PCI DSS | PCI DSS | PCI DSS
term_192 | Fintech | ach | ACH | ACH | ACH
term_194 | Fintech | cross-border-payment | Cross-border Payment | Sınır Ötesi Ödeme | Трансграничный платёж
term_196 | Fintech | super-app | Super App | Süper Uygulama | Суперприложение
